Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_100,Healthy_stool_100_50
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8103,Synechococcus sp. WH 8103,2547,1,NA,1,4,NA,1,4
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,Synechococcus sp. WH 8109,2548,3,4,2,4,NA,1,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6714,Synechocystis sp. PCC 6714,2549,1,1,1,2,NA,2,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,Synechocystis sp. PCC 6803,2550,1,NA,1,NA,2,NA,NA
NA,Unknown,Unknown,Unknown,Unknown,Unknown,synthetic construct,synthetic construct,2551,NA,NA,4,6,2,8,17
NA,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,Syntrophobacter fumaroxidans,2552,3,4,NA,2,3,2,4
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Syntrophobotulus,Syntrophobotulus glycolicus,Syntrophobotulus glycolicus,2553,8,5,8,7,2,9,9
NA,Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,Syntrophomonas wolfei,2554,1,1,NA,1,2,NA,2
NA,Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophothermus,Syntrophothermus lipocalidus,Syntrophothermus lipocalidus,2555,1,3,5,5,3,NA,5
NA,Thermodesulfobacteriota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus,Syntrophus aciditrophicus,2556,1,NA,2,NA,3,2,2
NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,Tannerella forsythia,2557,55,51,51,85,59,87,90
NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella serpentiformis,Tannerella sp. oral taxon HOT-286,2558,72,58,46,53,65,22,28
NA,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella micdadei,Tatlockia micdadei,2559,NA,1,1,NA,NA,2,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella asinigenitalis,Taylorella asinigenitalis,2560,2,1,2,NA,NA,2,3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella equigenitalis,Taylorella equigenitalis,2561,NA,NA,NA,1,1,1,NA
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum dicentrarchi,Tenacibaculum dicentrarchi,2562,7,2,1,6,9,1,4
NA,Bacillota,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter acetatoxydans,Tepidanaerobacter acetatoxydans,2563,2,1,NA,2,4,2,2
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,Teredinibacter turnerae,2564,1,7,4,4,3,2,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Terribacillus,Terribacillus aidingensis,Terribacillus aidingensis,2565,NA,2,1,2,2,2,5
NA,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,Terriglobus roseus,2566,33,11,1,6,12,2,8
NA,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terriglobus,Terriglobus saanensis,Terriglobus saanensis,2567,NA,3,5,4,1,NA,1
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,Tetragenococcus halophilus,2568,5,2,1,1,2,5,4
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,Thalassolituus oleivorans,2569,2,1,NA,1,2,2,1
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira xiamenensis,Thalassospira xiamenensis,2570,4,NA,1,5,1,2,3
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea crassostreae,Thalassotalea sp. LPB0090,2571,NA,NA,1,1,2,2,1
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,g_Thauera,Thauera,2572,NA,2,NA,1,NA,1,NA
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera humireducens,Thauera humireducens,2573,6,5,8,4,2,3,9
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera aminoaromatica,Thauera sp. MZ1T,2574,4,9,12,14,4,NA,4
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,Thermacetogenium phaeum,2575,NA,2,1,3,2,NA,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter marianensis,Thermaerobacter marianensis,2576,6,8,8,14,3,6,2
NA,Synergistota,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio acidaminovorans,Thermanaerovibrio acidaminovorans,2577,3,1,3,1,3,1,1
NA,Bacillota,Clostridia,Eubacteriales,Thermincolaceae,Thermincola,Thermincola potens,Thermincola potens,2578,4,3,5,3,3,4,3
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter brockii,Thermoanaerobacter brockii,2579,3,2,NA,NA,8,4,4
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter italicus,Thermoanaerobacter italicus,2580,1,1,NA,3,8,4,3
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter kivui,Thermoanaerobacter kivui,2581,3,1,3,4,8,3,5
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter mathranii,Thermoanaerobacter mathranii,2582,NA,NA,1,3,3,3,2
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter pseudethanolicus,Thermoanaerobacter pseudethanolicus,2583,3,2,NA,NA,8,4,4
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter sp. X513,Thermoanaerobacter sp. X513,2584,2,1,NA,NA,9,3,NA
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter sp. X514,Thermoanaerobacter sp. X514,2585,2,2,1,NA,6,5,3
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter wiegelii,Thermoanaerobacter wiegelii,2586,1,2,1,NA,8,4,2
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium thermosaccharolyticum,Thermoanaerobacterium thermosaccharolyticum,2587,3,2,1,8,4,9,6
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium xylanolyticum,Thermoanaerobacterium xylanolyticum,2588,1,NA,1,3,1,5,4
NA,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Thermobacillus composti,Thermobacillus composti,2589,7,8,6,2,9,10,8
NA,Chloroflexota,Chloroflexia,Candidatus Thermobaculales,Candidatus Thermobaculaceae,Thermobaculum,Thermobaculum terrenum,Thermobaculum terrenum,2590,NA,2,1,NA,2,2,1
NA,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Thermobifida,Thermobifida fusca,Thermobifida fusca,2591,2,2,4,1,2,4,1
NA,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Thermobispora bispora,Thermobispora bispora,2592,5,5,3,2,NA,NA,3
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus,Thermococcus barophilus,2593,NA,3,1,1,NA,NA,1
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus chitonophagus,Thermococcus chitonophagus,2594,NA,NA,NA,NA,NA,1,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus cleftensis,Thermococcus cleftensis,2595,NA,1,NA,NA,1,NA,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus eurythermalis,Thermococcus eurythermalis,2596,NA,NA,NA,NA,NA,NA,1
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus gammatolerans,Thermococcus gammatolerans,2597,NA,1,1,NA,NA,NA,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus guaymasensis,Thermococcus guaymasensis,2598,NA,NA,NA,NA,NA,NA,1
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,Thermococcus kodakarensis,2599,NA,NA,1,1,NA,NA,2
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus litoralis,Thermococcus litoralis,2600,1,NA,1,NA,NA,1,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus nautili,Thermococcus nautili,2601,1,3,1,NA,NA,1,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus onnurineus,Thermococcus onnurineus,2602,NA,NA,2,1,1,NA,1
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus paralvinellae,Thermococcus paralvinellae,2603,NA,1,NA,NA,NA,NA,1
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus peptonophilus,Thermococcus peptonophilus,2604,1,NA,1,NA,NA,NA,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus piezophilus,Thermococcus piezophilus,2605,2,NA,1,NA,NA,NA,NA
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sibiricus,Thermococcus sibiricus,2606,3,1,2,1,1,3,1
NA,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. AM4,Thermococcus sp. AM4,2607,NA,1,NA,1,NA,NA,NA
NA,Aquificota,Aquificia,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis albus,Thermocrinis albus,2608,NA,3,NA,1,2,NA,NA
NA,Aquificota,Aquificia,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,Thermocrinis ruber,2609,1,NA,1,NA,NA,1,1
NA,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator,Thermodesulfatator indicus,Thermodesulfatator indicus,2610,1,NA,2,1,1,3,2
NA,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium commune,Thermodesulfobacterium commune,2611,2,NA,NA,1,1,1,1
NA,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium geofontis,Thermodesulfobacterium geofontis,2612,NA,2,NA,1,2,1,1
NA,Thermodesulfobiota,Thermodesulfobiia,Thermodesulfobiales,Thermodesulfobiaceae,Thermodesulfobium,Thermodesulfobium narugense,Thermodesulfobium narugense,2613,NA,NA,1,2,NA,NA,2
NA,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio yellowstonii,Thermodesulfovibrio yellowstonii,2614,1,2,NA,3,1,2,5
NA,Thermoproteota,Thermoprotei,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum carboxyditrophus,Thermofilum carboxyditrophus,2615,NA,NA,1,NA,NA,NA,NA
NA,Thermoproteota,Thermoprotei,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum pendens,Thermofilum pendens,2616,NA,NA,NA,2,NA,NA,NA
NA,Thermoproteota,Thermoprotei,Thermofilales,Thermofilaceae,Infirmifilum,Infirmifilum uzonense,Thermofilum sp. 1807-2,2617,2,NA,NA,NA,1,NA,NA
NA,Thermoproteota,Thermoprotei,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum adornatum,Thermofilum sp. 1910b,2618,NA,NA,1,NA,NA,NA,NA
NA,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius,Thermogladius calderae,Thermogladius cellulolyticus,2619,NA,NA,1,NA,NA,NA,2
NA,Thermomicrobiota,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum,Thermomicrobium roseum,2620,1,2,1,1,NA,2,1
NA,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Thermomonospora curvata,Thermomonospora curvata,2621,3,3,10,9,2,1,4
NA,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium,2622,NA,NA,NA,NA,NA,1,NA
NA,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,o_Thermoplasmatales,o_Thermoplasmatales,Thermoplasmatales archaeon BRNA1,Thermoplasmatales archaeon BRNA1,2623,2,1,NA,2,1,1,NA
NA,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus uzoniensis,Thermoproteus uzoniensis,2624,NA,NA,NA,3,1,1,2
NA,Bacillota,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Thermosediminibacter,Thermosediminibacter oceani,Thermosediminibacter oceani,2625,NA,NA,2,1,1,1,NA
NA,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho africanus,Thermosipho africanus,2626,4,4,2,NA,2,2,4
NA,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho melanesiensis,Thermosipho melanesiensis,2627,NA,1,NA,NA,NA,2,3
NA,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,Thermosulfidibacter takaii,Thermosulfidibacter takaii,2628,NA,NA,NA,1,NA,2,2
NA,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Thermosynechococcaceae,Thermosynechococcus,Thermosynechococcus vestitus,Thermosynechococcus elongatus,2629,5,2,1,NA,NA,1,NA
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga caldifontis,Thermotoga caldifontis,2630,4,3,NA,2,3,1,2
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,Thermotoga maritima,2631,3,NA,NA,NA,NA,2,2
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,Thermotoga naphthophila,2632,1,NA,1,1,1,2,1
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,Thermotoga neapolitana,2633,1,3,1,3,NA,1,5
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,Thermotoga petrophila,2634,1,NA,NA,1,1,1,1
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga profunda,Thermotoga profunda,2635,NA,1,NA,NA,NA,NA,2
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. 2812B,Thermotoga sp. 2812B,2636,3,NA,1,1,1,1,1
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. Cell2,Thermotoga sp. Cell2,2637,1,1,NA,1,1,NA,NA
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. RQ2,Thermotoga sp. RQ2,2638,NA,NA,NA,NA,1,NA,1
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. RQ7,Thermotoga sp. RQ7,2639,1,3,1,3,NA,1,5
NA,Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Thermovibrio ammonificans,Thermovibrio ammonificans,2640,NA,2,3,2,2,1,NA
NA,Synergistota,Synergistia,Synergistales,Thermovirgaceae,Thermovirga,Thermovirga lienii,Thermovirga lienii,2641,NA,1,2,1,NA,2,2
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus,Thermus aquaticus,2642,1,6,4,4,NA,1,1
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai,Thermus oshimai,2643,5,5,4,3,2,2,NA
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus parvatiensis,Thermus parvatiensis,2644,NA,2,3,1,1,1,NA
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Thermus scotoductus,2645,8,4,4,7,1,1,3
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus sp. CCB_US3_UF1,Thermus sp. CCB_US3_UF1,2646,3,6,2,3,NA,2,4
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,Thermus thermophilus,2647,1,7,7,4,NA,2,NA
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira aerophila,Thioalkalimicrobium aerophilum,2648,2,1,2,NA,2,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira cyclica,Thioalkalimicrobium cyclicum,2649,NA,NA,2,2,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,g_Thioalkalivibrio,Thioalkalivibrio,2650,NA,1,NA,1,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio nitratireducens,Thioalkalivibrio nitratireducens,2651,2,NA,4,2,2,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio paradoxus,Thioalkalivibrio paradoxus,2652,1,4,1,2,2,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. K90mix,Thioalkalivibrio sp. K90mix,2653,4,3,4,3,3,NA,4
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sulfidiphilus,Thioalkalivibrio sulfidiphilus,2654,6,6,7,7,4,1,2
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio versutus,Thioalkalivibrio versutus,2655,3,6,5,2,4,NA,2
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,g_Thiobacillus,Thiobacillus,2656,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,Thiobacillus denitrificans,2657,NA,4,1,1,NA,2,2
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,g_Thiocystis,Thiocystis,2658,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,Thiocystis violascens,Thiocystis violascens,2659,4,3,5,11,2,2,2
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,Thioflavicoccus mobilis,2660,NA,2,8,5,4,2,2
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,Thiolapillus brandeum,Thiolapillus brandeum,2661,NA,2,1,2,2,4,NA
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio crunogenus,Thiomicrospira crunogena,2662,2,NA,NA,NA,1,NA,3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Thiomonas,Thiomonas intermedia,Thiomonas intermedia,2663,1,5,2,2,2,NA,5
NA,Unknown,Naldaviricetes,Lefavirales,Nudiviridae,Deltanudivirus,Deltanudivirus tipoleraceae,Tipula oleracea nudivirus,2664,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Tistrella,Tistrella mobilis,Tistrella mobilis,2665,5,5,8,5,3,2,2
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas auensis,Tolumonas auensis,2666,5,2,NA,1,2,4,2
NA,Spirochaetota,Spirochaetia,Spirochaetales,Breznakiellaceae,Leadbettera,Leadbettera azotonutricia,Treponema azotonutricium,2667,2,4,1,6,2,NA,3
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema brennaborense,Treponema brennaborense,2668,4,3,10,3,5,4,1
NA,Spirochaetota,Spirochaetia,Spirochaetales,Breznakiellaceae,Gracilinema,Gracilinema caldarium,Treponema caldarium,2669,5,4,4,2,5,NA,2
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema denticola,Treponema denticola,2670,1,1,2,1,5,2,NA
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema pedis,Treponema pedis,2671,1,NA,2,1,1,2,2
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema primitia,Treponema primitia,2672,NA,1,2,3,NA,2,2
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema putidum,Treponema putidum,2673,7,7,2,9,6,1,4
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp. OMZ 838,Treponema sp. OMZ 838,2674,4,5,4,13,6,3,2
NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema succinifaciens,Treponema succinifaciens,2675,28,35,32,31,23,39,22
NA,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,Trichodesmium erythraeum,2676,1,NA,NA,3,5,1,1
NA,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,Trichormus azollae,Trichormus azollae,2677,2,1,2,1,2,1,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Tropherymataceae,Tropheryma,Tropheryma whipplei,Tropheryma whipplei,2678,NA,NA,NA,NA,NA,NA,1
NA,Deinococcota,Deinococci,Trueperales,Trueperaceae,Truepera,g_Truepera,Truepera,2679,NA,1,NA,NA,NA,NA,NA
NA,Deinococcota,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix,Truepera radiovictrix,2680,5,5,3,6,3,4,3
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Trueperella pyogenes,2681,5,12,15,13,6,1,8
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola,Tsukamurella paurometabola,2682,5,1,4,4,4,2,3
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter sp. H121,Turicibacter sp. H121,2683,3,9,6,10,4,8,13
NA,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Turkey aviadenovirus B,Turkey adenovirus 1,2684,NA,NA,NA,NA,NA,1,NA
NA,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva,Turneriella parva,2685,NA,4,5,NA,NA,3,NA
NA,Elusimicrobiota,p_Elusimicrobiota,p_Elusimicrobiota,p_Elusimicrobiota,p_Elusimicrobiota,uncultured Termite group 1 bacterium,uncultured Termite group 1 bacterium,2686,1,3,3,2,NA,2,2
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Ureaplasma,Ureaplasma parvum,Ureaplasma parvum,2687,NA,NA,1,NA,NA,2,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Ureaplasma,Ureaplasma urealyticum,Ureaplasma urealyticum,2688,NA,NA,NA,NA,2,1,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,g_Variovorax,Variovorax,2689,NA,NA,NA,NA,NA,2,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,Variovorax paradoxus,2690,13,19,18,15,3,14,17
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC 28711,Variovorax sp. PAMC 28711,2691,8,2,3,4,4,8,NA
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella parvula,2692,6,2,3,3,34,608,115
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae,Verminephrobacter eiseniae,2693,5,4,7,7,4,3,1
NA,Verrucomicrobiota,p_Verrucomicrobiota,p_Verrucomicrobiota,p_Verrucomicrobiota,p_Verrucomicrobiota,Verrucomicrobia bacterium IMCC26134,Verrucomicrobia bacterium IMCC26134,2694,6,4,4,3,3,1,3
NA,Kiritimatiellota,Kiritimatiellia,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,Kiritimatiella glycovorans,Verrucomicrobia bacterium L21-Fru-AB,2695,NA,4,1,1,3,3,1
