Flags	1
SA-Sample	1 in 16
FTab-Chars	10
Sequence-17681	gnl|uv|U13860.1:1177-1386 pMSG cloning vector	210
Sequence-17682	gnl|uv|U13860.1:1494-2319 pMSG cloning vector	826
Sequence-17683	gnl|uv|U13860.1:6124-7626-49 pMSG cloning vector	1552
Sequence-17684	gnl|uv|U13861.1:1-61 pMSG-CAT cloning vector	61
Sequence-17685	gnl|uv|U13861.1:747-839 pMSG-CAT cloning vector	93
Sequence-17686	gnl|uv|U13861.1:8374-8405-49 pMSG-CAT cloning vector	81
Sequence-17687	gnl|uv|U13843.1:1-1126 pBPV cloning vector	1126
Sequence-17688	gnl|uv|U13843.1:1887-9923 pBPV cloning vector	8037
Sequence-17689	gnl|uv|U13843.1:10549-10644 pBPV cloning vector	96
Sequence-17690	gnl|uv|U13843.1:12459-12516-49 pBPV cloning vector	107
Sequence-17691	gnl|uv|U16857.1:2009-2109 Fusion cloning vector pTRXFUS	101
Sequence-17692	gnl|uv|U16857.1:2466-2563 Fusion cloning vector pTRXFUS	98
Sequence-17693	gnl|uv|U16857.1:2678-3227 Fusion cloning vector pTRXFUS	550
Sequence-17694	gnl|uv|AF327894.1:1746-1902 Cloning vector pExchange 1	157
Sequence-17695	gnl|uv|AF327894.1:2697-2791 Cloning vector pExchange 1	95
Sequence-17696	gnl|uv|AF327895.1:644-842 Expression vector pExchange 2	199
Sequence-17697	gnl|uv|U13846.1:1-78 pCM7 cloning vector	78
Sequence-17698	gnl|uv|U13846.1:768-864 pCM7 cloning vector	97
Sequence-17699	gnl|uv|U13846.1:4047-4060-49 pCM7 cloning vector	63
Sequence-17700	gnl|uv|X65322.2:2223-2326 Cloning vector pCAT-Basic	104
Sequence-17701	gnl|uv|X65322.2:3007-3107 Cloning vector pCAT-Basic	101
Sequence-17702	gnl|uv|X65322.2:3864-3960 Cloning vector pCAT-Basic	97
Sequence-17703	gnl|uv|AF073000.1:696-841 Cloning vector pCMVTAG4a	146
Sequence-17704	gnl|uv|AF076310.1:689-787 Cloning vector pCMVTAG4b	99
Sequence-17705	gnl|uv|AF076311.1:690-787 Cloning vector pCMVTAG4c	98
Sequence-17706	gnl|uv|AF076312.1:695-818 Cloning vector pCMVTAG5a	124
Sequence-17707	gnl|uv|AF072538.1:626-822 Cloning vector pCMVTAG2a	197
Sequence-17708	gnl|uv|AF076777.1:696-787 Cloning vector pCMVTAG5b	92
Sequence-17709	gnl|uv|AF072539.1:657-754 Cloning vector pCMVTAG2b	98
Sequence-17710	gnl|uv|AF076778.1:697-787 Cloning vector pCMVTAG5c	91
Sequence-17711	gnl|uv|AF072540.1:658-755 Cloning vector pCMVTAG2c	98
Sequence-17712	gnl|uv|AF072997.1:628-756 Cloning vector pCMVTAG3a	129
Sequence-17713	gnl|uv|AF072998.1:660-756 Cloning vector pCMVTAG3b	97
Sequence-17714	gnl|uv|AF072999.1:661-756 Cloning vector pCMVTAG3c	96
Sequence-17715	gnl|uv|X65320.2:353-451 Cloning vector pCAT-Promoter	99
Sequence-17716	gnl|uv|X65320.2:561-660 Cloning vector pCAT-Promoter	100
Sequence-17717	gnl|uv|X65320.2:2194-2285 Cloning vector pCAT-Promoter	92
Sequence-17718	gnl|uv|X65319.2:3861-3969 Cloning vector pCAT-Enhancer	109
Sequence-17719	gnl|uv|X65319.2:4102-4200 Cloning vector pCAT-Enhancer	99
Sequence-17720	gnl|uv|M74186.1:2188-2959 Cloning vector pEZZ18 (bacterial, cloning, expression, secretion, fusion vector) encoding a fusion protein consisting of protein A signal sequence, partial E domain, protein A analogue ZZ and beta-Gal' (lacZ' of pEMBL8p) gene, complete cds	772
Sequence-17721	gnl|uv|M74186.1:4309-4405 Cloning vector pEZZ18 (bacterial, cloning, expression, secretion, fusion vector) encoding a fusion protein consisting of protein A signal sequence, partial E domain, protein A analogue ZZ and beta-Gal' (lacZ' of pEMBL8p) gene, complete cds	97
Sequence-17722	gnl|uv|AF067196.1:144-280 Cloning vector PCMV6-XL4	137
Sequence-17723	gnl|uv|AF067196.1:295-388 Cloning vector PCMV6-XL4	94
Sequence-17724	gnl|uv|AF067196.1:897-1745 Cloning vector PCMV6-XL4	849
Sequence-17725	gnl|uv|AF067196.1:2003-2124 Cloning vector PCMV6-XL4	122
Sequence-17726	gnl|uv|AF067196.1:4674-4707-47 Cloning vector PCMV6-XL4	81
Sequence-17727	gnl|uv|AF067197.1:960-1739 Cloning vector PCMV6-XL3	780
Sequence-17728	gnl|uv|AF151088.1:607-1233 Cloning vector pCMV-BD	627
Sequence-17729	gnl|uv|X65321.2:2434-2531 Cloning vector pCAT-Control	98
Sequence-17730	gnl|uv|X65323.2:1-122 Cloning vector pGL2-Basic	122
Sequence-17731	gnl|uv|X65323.2:1725-1821 Cloning vector pGL2-Basic	97
Sequence-17732	gnl|uv|X65323.2:2697-2787 Cloning vector pGL2-Basic	91
Sequence-17733	gnl|uv|X65323.2:5323-5422 Cloning vector pGL2-Basic	100
Sequence-17734	gnl|uv|X65323.2:5526-5598-49 Cloning vector pGL2-Basic	122
Sequence-17735	gnl|uv|X65334.2:55-105 Cloning vector pALTER(R)-1	51
Sequence-17736	gnl|uv|X65334.2:5039-5099 Cloning vector pALTER(R)-1	61
Sequence-17737	gnl|uv|X65334.2:5448-5545 Cloning vector pALTER(R)-1	98
Sequence-17738	gnl|uv|X65326.2:1-85 Cloning vector pGL2-Promoter	85
Sequence-17739	gnl|uv|X65326.2:219-287 Cloning vector pGL2-Promoter	69
Sequence-17740	gnl|uv|X65326.2:2876-2973 Cloning vector pGL2-Promoter	98
Sequence-17741	gnl|uv|X65326.2:5784-5790-49 Cloning vector pGL2-Promoter	56
Sequence-17742	gnl|uv|AF087042.1:1-52 Cloning vector pCALnFLAG	52
Sequence-17743	gnl|uv|AF087042.1:142-235 Cloning vector pCALnFLAG	94
Sequence-17744	gnl|uv|AF087042.1:276-559 Cloning vector pCALnFLAG	284
Sequence-17745	gnl|uv|AF087042.1:568-664 Cloning vector pCALnFLAG	97
Sequence-17746	gnl|uv|AF087042.1:850-1010 Cloning vector pCALnFLAG	161
Sequence-17747	gnl|uv|AF087042.1:2043-2161 Cloning vector pCALnFLAG	119
Sequence-17748	gnl|uv|AF087042.1:3767-3862 Cloning vector pCALnFLAG	96
Sequence-17749	gnl|uv|AF087042.1:5260-5361 Cloning vector pCALnFLAG	102
Sequence-17750	gnl|uv|AF087042.1:5572-5670 Cloning vector pCALnFLAG	99
Sequence-17751	gnl|uv|AF087042.1:5779-5825-49 Cloning vector pCALnFLAG	96
Sequence-17752	gnl|uv|X65325.2:2947-3044 Cloning vector pGL2-Enhancer	98
Sequence-17753	gnl|uv|NGB00051.1:1156-1253 New England BioLabs expression vector pMAL-p2X	98
Sequence-17754	gnl|uv|NGB00051.1:1428-2848 New England BioLabs expression vector pMAL-p2X	1421
Sequence-17755	gnl|uv|NGB00051.1:2921-3043 New England BioLabs expression vector pMAL-p2X	123
Sequence-17756	gnl|uv|NGB00051.1:3400-3449 New England BioLabs expression vector pMAL-p2X	50
Sequence-17757	gnl|uv|NGB00051.1:6057-6155 New England BioLabs expression vector pMAL-p2X	99
Sequence-17758	gnl|uv|NGB00051.1:6671-6723-44 New England BioLabs expression vector pMAL-p2X	97
Sequence-17759	gnl|uv|L08861.1:2919-2966-48 pCKSP6 cloning vector from Promega Biotec	96
Sequence-17760	gnl|uv|U89931.1:1-388 Cloning vector pTRE	388
Sequence-17761	gnl|uv|U89931.1:398-523 Cloning vector pTRE	126
Sequence-17762	gnl|uv|U89931.1:675-988 Cloning vector pTRE	314
Sequence-17763	gnl|uv|U89931.1:1045-1135 Cloning vector pTRE	91
Sequence-17764	gnl|uv|U89931.1:3098-3146-49 Cloning vector pTRE	98
Sequence-17765	gnl|uv|U14626.1:189-288 Cloning vector pSVSport1 beta-lactamase gene, complete cds	100
Sequence-17766	gnl|uv|U14626.1:298-373 Cloning vector pSVSport1 beta-lactamase gene, complete cds	76
Sequence-17767	gnl|uv|U14626.1:426-548 Cloning vector pSVSport1 beta-lactamase gene, complete cds	123
Sequence-17768	gnl|uv|U14626.1:972-1062 Cloning vector pSVSport1 beta-lactamase gene, complete cds	91
Sequence-17769	gnl|uv|U14626.1:1666-1763 Cloning vector pSVSport1 beta-lactamase gene, complete cds	98
Sequence-17770	gnl|uv|U14626.1:2998-3094 Cloning vector pSVSport1 beta-lactamase gene, complete cds	97
Sequence-17771	gnl|uv|U14626.1:3109-3160-47 Cloning vector pSVSport1 beta-lactamase gene, complete cds	99
Sequence-17772	gnl|uv|U89963.1:1-93 Cloning vector pVP16	93
Sequence-17773	gnl|uv|U89963.1:302-749 Cloning vector pVP16	448
Sequence-17774	gnl|uv|U89963.1:897-988 Cloning vector pVP16	92
Sequence-17775	gnl|uv|U89963.1:2272-2370 Cloning vector pVP16	99
Sequence-17776	gnl|uv|U89963.1:3276-3280-49 Cloning vector pVP16	54
Sequence-17777	gnl|uv|U62636.1:432-628 Cloning vector pGFPuv	197
Sequence-17778	gnl|uv|U62636.1:862-960 Cloning vector pGFPuv	99
Sequence-17779	gnl|uv|U62636.1:965-1135 Cloning vector pGFPuv	171
Sequence-17780	gnl|uv|U62636.1:1290-1390 Cloning vector pGFPuv	101
Sequence-17781	gnl|uv|U89962.1:341-452 Cloning vector pM	112
Sequence-17782	gnl|uv|U89962.1:813-904 Cloning vector pM	92
Sequence-17783	gnl|uv|U43611.1:132-227 Cloning vector pMC1neo	96
Sequence-17784	gnl|uv|U43611.1:390-500 Cloning vector pMC1neo	111
Sequence-17785	gnl|uv|U43611.1:679-792 Cloning vector pMC1neo	114
Sequence-17786	gnl|uv|U43611.1:1488-1584 Cloning vector pMC1neo	97
Sequence-17787	gnl|uv|U43611.1:1743-1838 Cloning vector pMC1neo	96
Sequence-17788	gnl|uv|U43611.1:3756-3804-48 Cloning vector pMC1neo	97
Sequence-17789	gnl|uv|U43612.1:1494-1639 Cloning vector pMC1neo-polyA	146
Sequence-17790	gnl|uv|U43284.1:719-867 Cloning vector phGFP-S65T, green fluorescent protein (gfp) gene, complete cds	149
Sequence-17791	gnl|uv|U43284.1:972-1069 Cloning vector phGFP-S65T, green fluorescent protein (gfp) gene, complete cds	98
Sequence-17792	gnl|uv|U43284.1:1497-1595 Cloning vector phGFP-S65T, green fluorescent protein (gfp) gene, complete cds	99
Sequence-17793	gnl|uv|U43284.1:2370-2464 Cloning vector phGFP-S65T, green fluorescent protein (gfp) gene, complete cds	95
Sequence-17794	gnl|uv|U43284.1:3891-3994 Cloning vector phGFP-S65T, green fluorescent protein (gfp) gene, complete cds	104
Sequence-17795	gnl|uv|U43284.1:4097-4145-49 Cloning vector phGFP-S65T, green fluorescent protein (gfp) gene, complete cds	98
Sequence-17796	gnl|uv|U19276.1:1-149 Cloning vector pGFP-1 green fluorescent protein, complete cds	149
Sequence-17797	gnl|uv|U19276.1:263-361 Cloning vector pGFP-1 green fluorescent protein, complete cds	99
Sequence-17798	gnl|uv|U19276.1:529-627 Cloning vector pGFP-1 green fluorescent protein, complete cds	99
Sequence-17799	gnl|uv|U19276.1:761-875 Cloning vector pGFP-1 green fluorescent protein, complete cds	115
Sequence-17800	gnl|uv|U19276.1:4107-4146-49 Cloning vector pGFP-1 green fluorescent protein, complete cds	89
Sequence-17801	gnl|uv|U55761.1:52-132 Cloning vector pEGFP-1, enhanced green fluorescent protein (egfp) and neomycin phosphotransferase genes, complete cds	81
Sequence-17802	gnl|uv|U55761.1:786-880 Cloning vector pEGFP-1, enhanced green fluorescent protein (egfp) and neomycin phosphotransferase genes, complete cds	95
Sequence-17803	gnl|uv|U55761.1:1013-1111 Cloning vector pEGFP-1, enhanced green fluorescent protein (egfp) and neomycin phosphotransferase genes, complete cds	99
Sequence-17804	gnl|uv|U89932.1:1-55 Cloning vector pBI	55
Sequence-17805	gnl|uv|U89932.1:74-170 Cloning vector pBI	97
Sequence-17806	gnl|uv|U89932.1:553-1856 Cloning vector pBI	1304
Sequence-17807	gnl|uv|U89932.1:3820-3924 Cloning vector pBI	105
Sequence-17808	gnl|uv|U89932.1:4292-4358-49 Cloning vector pBI	116
Sequence-17809	gnl|uv|U89964.1:1-132 Cloning vector pG5CAT	132
Sequence-17810	gnl|uv|U89964.1:1692-1762 Cloning vector pG5CAT	71
Sequence-17811	gnl|uv|U89964.1:4330-4473-49 Cloning vector pG5CAT	193
Sequence-17812	gnl|uv|U28417.1:1-944 Cloning vector p35S-GFP	944
Sequence-17813	gnl|uv|U28417.1:1085-1142 Cloning vector p35S-GFP	58
Sequence-17814	gnl|uv|U28417.1:1566-1672 Cloning vector p35S-GFP	107
Sequence-17815	gnl|uv|U28417.1:1836-1929 Cloning vector p35S-GFP	94
Sequence-17816	gnl|uv|U28417.1:4491-4518-49 Cloning vector p35S-GFP	77
Sequence-17817	gnl|uv|M77749.1:206-303 pKK223-3 cloning vector from PL-Pharmacia	98
Sequence-17818	gnl|uv|M77749.1:4505-4586-44 pKK223-3 cloning vector from PL-Pharmacia	126
Sequence-17819	gnl|uv|U89937.1:10-1649 Cloning vector pSEAP2-Basic	1640
Sequence-17820	gnl|uv|U19277.1:556-715 Cloning vector pGFP-N3 green fluorescent protein, complete cds	160
Sequence-17821	gnl|uv|U19278.1:568-648 Cloning vector pGFP-C3 green fluorescent protein, complete cds	81
Sequence-17822	gnl|uv|U19278.1:1279-1438 Cloning vector pGFP-C3 green fluorescent protein, complete cds	160
Sequence-17823	gnl|uv|U57607.1:1283-1372 Cloning vector pEGFP-C3 with enhanced green fluorescent protein gene	90
Sequence-17824	gnl|uv|U19280.1:1284-1376 Cloning vector pGFP-C1 green fluorescent protein, complete cds	93
Sequence-17825	gnl|uv|U36201.1:753-867 Cloning vector pRSGFP-C1, with green fluorescent protein (gfp) and neomycin phosphotransferase genes	115
Sequence-17826	gnl|uv|U36202.1:755-856 Cloning vector pS65T-C1, with green fluorescent protein (gfp) and neomycin phosphotransferase genes	102
Sequence-17827	gnl|uv|U57609.1:630-715 Cloning vector pEGFP-N3 with enhanced green fluorescent protein gene	86
Sequence-17828	gnl|uv|U55763.1:1295-1372 Cloning vector pEGFP-C1, enhanced green fluorescent protein (egfp) and neomycin phosphotransferase genes, complete cds	78
Sequence-17829	gnl|uv|U19281.1:1283-1380 Cloning vector pGFP-C2 green fluorescent protein, complete cds	98
Sequence-17830	gnl|uv|U19282.1:622-719 Cloning vector pGFP-N2 green fluorescent protein, complete cds	98
Sequence-17831	gnl|uv|U19585.1:163-464 Cloning vector pPROEX-1	302
Sequence-17832	gnl|uv|U19585.1:2751-2847 Cloning vector pPROEX-1	97
Sequence-17833	gnl|uv|U19585.1:3209-3305 Cloning vector pPROEX-1	97
Sequence-17834	gnl|uv|U19585.1:4555-4653 Cloning vector pPROEX-1	99
Sequence-17835	gnl|uv|U57606.1:1286-1372 Cloning vector pEGFP-C2 with enhanced green fluorescent protein gene	87
Sequence-17836	gnl|uv|U57608.1:638-719 Cloning vector pEGFP-N2 with enhanced green fluorescent protein gene	82
Sequence-17837	gnl|uv|U89940.1:203-293 Cloning vector pSEAP2-Promoter	91
Sequence-17838	gnl|uv|U89939.1:1-91 Cloning vector pSEAP2-Enhancer	91
Sequence-17839	gnl|uv|U89939.1:4916-4922-49 Cloning vector pSEAP2-Enhancer	56
Sequence-17840	gnl|uv|M21676.1:870-962 Plasmid pGEX-1 expression vector encoding a transformed glutathione S-transferase (Sj26) gene, 5' end	93
Sequence-17841	gnl|uv|U89673.1:1-84 Cloning vector pIRES1neo	84
Sequence-17842	gnl|uv|U89673.1:863-1049 Cloning vector pIRES1neo	187
Sequence-17843	gnl|uv|U89673.1:1222-1426 Cloning vector pIRES1neo	205
Sequence-17844	gnl|uv|U89673.1:1663-1946 Cloning vector pIRES1neo	284
Sequence-17845	gnl|uv|U89673.1:2672-2806 Cloning vector pIRES1neo	135
Sequence-17846	gnl|uv|U89673.1:5242-5257-49 Cloning vector pIRES1neo	65
Sequence-17847	gnl|uv|U89936.1:216-503 Cloning vector p6xHis-GFP	288
Sequence-17848	gnl|uv|U89936.1:1117-1464 Cloning vector p6xHis-GFP	348
Sequence-17849	gnl|uv|U89936.1:4038-4109 Cloning vector p6xHis-GFP	72
Sequence-17850	gnl|uv|U62637.1:1-64 Cloning vector pBAD-GFPuv	64
Sequence-17851	gnl|uv|U62637.1:1257-1389 Cloning vector pBAD-GFPuv	133
Sequence-17852	gnl|uv|U62637.1:1406-1516 Cloning vector pBAD-GFPuv	111
Sequence-17853	gnl|uv|U62637.1:2020-2107 Cloning vector pBAD-GFPuv	88
Sequence-17854	gnl|uv|U62637.1:2241-2393 Cloning vector pBAD-GFPuv	153
Sequence-17855	gnl|uv|U62637.1:2498-2592 Cloning vector pBAD-GFPuv	95
Sequence-17856	gnl|uv|U62637.1:5115-5204 Cloning vector pBAD-GFPuv	90
Sequence-17857	gnl|uv|U62637.1:5300-5371-49 Cloning vector pBAD-GFPuv	121
Sequence-17858	gnl|uv|U55760.1:1-2749 Baculovirus transfer vector pBacPAK-His3, beta-lactamase (bla) gene, complete cds	2749
Sequence-17859	gnl|uv|U55760.1:5365-5413-49 Baculovirus transfer vector pBacPAK-His3, beta-lactamase (bla) gene, complete cds	98
Sequence-17860	gnl|uv|U55758.1:1125-1223 Baculovirus transfer vector pBacPAK-His1, beta-lactamase (bla) gene, complete cds	99
Sequence-17861	gnl|uv|U55759.1:1126-1222 Baculovirus transfer vector pBacPAK-His2, beta-lactamase (bla) gene, complete cds	97
Sequence-17862	gnl|uv|U55759.1:3876-3977 Baculovirus transfer vector pBacPAK-His2, beta-lactamase (bla) gene, complete cds	102
Sequence-17863	gnl|uv|U89928.1:1-102 Cloning vector pHISi-1	102
Sequence-17864	gnl|uv|U89928.1:964-1057 Cloning vector pHISi-1	94
Sequence-17865	gnl|uv|U89928.1:1403-1493 Cloning vector pHISi-1	91
Sequence-17866	gnl|uv|U89928.1:5394-5429-49 Cloning vector pHISi-1	85
Sequence-17867	gnl|uv|AF041247.1:2567-2664 Expression vector pDual	98
Sequence-17868	gnl|uv|AF041247.1:3712-3854 Expression vector pDual	143
Sequence-17869	gnl|uv|AF041247.1:4293-4739 Expression vector pDual	447
Sequence-17870	gnl|uv|AF041247.1:4747-4840 Expression vector pDual	94
Sequence-17871	gnl|uv|AF041247.1:4968-5113 Expression vector pDual	146
Sequence-17872	gnl|uv|U64449.2:136-233 Cloning vector pOPRSVIMCS from Lacswitch II System	98
Sequence-17873	gnl|uv|U64449.2:1276-1372 Cloning vector pOPRSVIMCS from Lacswitch II System	97
Sequence-17874	gnl|uv|U64449.2:1806-1882 Cloning vector pOPRSVIMCS from Lacswitch II System	77
Sequence-17875	gnl|uv|U64449.2:1961-2114 Cloning vector pOPRSVIMCS from Lacswitch II System	154
Sequence-17876	gnl|uv|U64449.2:2210-2807 Cloning vector pOPRSVIMCS from Lacswitch II System	598
Sequence-17877	gnl|uv|U64449.2:2902-3114 Cloning vector pOPRSVIMCS from Lacswitch II System	213
Sequence-17878	gnl|uv|U64449.2:3194-3307 Cloning vector pOPRSVIMCS from Lacswitch II System	114
Sequence-17879	gnl|uv|U64449.2:3532-3636 Cloning vector pOPRSVIMCS from Lacswitch II System	105
Sequence-17880	gnl|uv|U64449.2:4334-4433 Cloning vector pOPRSVIMCS from Lacswitch II System	100
Sequence-17881	gnl|uv|U64449.2:5207-5305 Cloning vector pOPRSVIMCS from Lacswitch II System	99
Sequence-17882	gnl|uv|U89672.1:894-975 Cloning vector pIRES1hyg	82
Sequence-17883	gnl|uv|U89672.1:1209-1316 Cloning vector pIRES1hyg	108
Sequence-17884	gnl|uv|U89672.1:1815-1908 Cloning vector pIRES1hyg	94
Sequence-17885	gnl|uv|U89672.1:3149-3243 Cloning vector pIRES1hyg	95
Sequence-17886	gnl|uv|AF058756.1:1699-1954 Cloning vector pFR-Luc	256
Sequence-17887	gnl|uv|AF058756.1:2170-2888 Cloning vector pFR-Luc	719
Sequence-17888	gnl|uv|AF058756.1:4520-4614 Cloning vector pFR-Luc	95
Sequence-17889	gnl|uv|AF058756.1:4686-4756 Cloning vector pFR-Luc	71
Sequence-17890	gnl|uv|AF058756.1:4795-5000 Cloning vector pFR-Luc	206
Sequence-17891	gnl|uv|AF058756.1:5533-5628 Cloning vector pFR-Luc	96
Sequence-17892	gnl|uv|AF058756.1:5632-5736 Cloning vector pFR-Luc	105
Sequence-17893	gnl|uv|U86347.1:352-457 Expression vector pCal-n-ek	106
Sequence-17894	gnl|uv|M28248.1:1-1709 Retroviral vector pLXSN	1709
Sequence-17895	gnl|uv|M28248.1:1966-2077 Retroviral vector pLXSN	112
Sequence-17896	gnl|uv|M28248.1:2832-3628 Retroviral vector pLXSN	797
Sequence-17897	gnl|uv|M28248.1:5832-5874-49 Retroviral vector pLXSN	92
Sequence-17898	gnl|uv|U89934.1:578-690 Cloning vector pBI-L	113
Sequence-17899	gnl|uv|U89934.1:4312-4419 Cloning vector pBI-L	108
Sequence-17900	gnl|uv|U89934.1:4500-4598 Cloning vector pBI-L	99
Sequence-17901	gnl|uv|U89934.1:4662-4784 Cloning vector pBI-L	123
Sequence-17902	gnl|uv|U89934.1:5436-5534 Cloning vector pBI-L	99
Sequence-17903	gnl|uv|U89934.1:5979-6083-48 Cloning vector pBI-L	153
Sequence-17904	gnl|uv|M28247.1:1-50 Retroviral vector pLNCX	50
Sequence-17905	gnl|uv|M28247.1:1571-1669 Retroviral vector pLNCX	99
Sequence-17906	gnl|uv|M28247.1:2745-2969 Retroviral vector pLNCX	225
Sequence-17907	gnl|uv|M28247.1:3435-3533 Retroviral vector pLNCX	99
Sequence-17908	gnl|uv|M28247.1:3560-3670 Retroviral vector pLNCX	111
Sequence-17909	gnl|uv|M28247.1:6580-6620-49 Retroviral vector pLNCX	90
Sequence-17910	gnl|uv|U89927.1:1402-1494 Cloning vector pHISi	93
Sequence-17911	gnl|uv|U89927.1:3562-3683 Cloning vector pHISi	122
Sequence-17912	gnl|uv|U89927.1:6141-6191 Cloning vector pHISi	51
Sequence-17913	gnl|uv|U89927.1:6598-6648 Cloning vector pHISi	51
Sequence-17914	gnl|uv|U89927.1:6744-6786-49 Cloning vector pHISi	92
Sequence-17915	gnl|uv|X65335.2:374-470 Cloning vector pSV-beta-Galactosidase Control	97
Sequence-17916	gnl|uv|X65335.2:955-1043 Cloning vector pSV-beta-Galactosidase Control	89
Sequence-17917	gnl|uv|X65335.2:1206-1304 Cloning vector pSV-beta-Galactosidase Control	99
Sequence-17918	gnl|uv|X65335.2:4137-4233 Cloning vector pSV-beta-Galactosidase Control	97
Sequence-17919	gnl|uv|X65335.2:6773-6820-43 Cloning vector pSV-beta-Galactosidase Control	91
Sequence-17920	gnl|uv|U89671.1:1-253 Cloning vector pLacZi	253
Sequence-17921	gnl|uv|U89671.1:273-367 Cloning vector pLacZi	95
Sequence-17922	gnl|uv|U89671.1:3273-3369 Cloning vector pLacZi	97
Sequence-17923	gnl|uv|U89671.1:3530-3639 Cloning vector pLacZi	110
Sequence-17924	gnl|uv|U89671.1:5717-5822 Cloning vector pLacZi	106
Sequence-17925	gnl|uv|U89671.1:6765-6860-49 Cloning vector pLacZi	145
Sequence-17926	gnl|uv|U89929.1:1-64 Cloning vector pTet-Off	64
Sequence-17927	gnl|uv|U89929.1:254-352 Cloning vector pTet-Off	99
Sequence-17928	gnl|uv|U89929.1:723-1593 Cloning vector pTet-Off	871
Sequence-17929	gnl|uv|U89929.1:1621-1719 Cloning vector pTet-Off	99
Sequence-17930	gnl|uv|U89929.1:1730-1837 Cloning vector pTet-Off	108
Sequence-17931	gnl|uv|U89929.1:4416-4519 Cloning vector pTet-Off	104
Sequence-17932	gnl|uv|U89929.1:6764-6864 Cloning vector pTet-Off	101
Sequence-17933	gnl|uv|U89929.1:7343-7391-49 Cloning vector pTet-Off	98
Sequence-17934	gnl|uv|U89930.1:826-1212 Cloning vector pTet-On	387
Sequence-17935	gnl|uv|AF098285.1:1-60 Cloning vector pFR-Bgal	60
Sequence-17936	gnl|uv|AF098285.1:118-322 Cloning vector pFR-Bgal	205
Sequence-17937	gnl|uv|AF098285.1:3371-3466 Cloning vector pFR-Bgal	96
Sequence-17938	gnl|uv|AF098285.1:7236-7315 Cloning vector pFR-Bgal	80
Sequence-17939	gnl|uv|AF098285.1:7565-7601-49 Cloning vector pFR-Bgal	86
Sequence-17940	gnl|uv|U89933.1:555-734 Cloning vector pBI-G	180
Sequence-17941	gnl|uv|U89933.1:1892-1991 Cloning vector pBI-G	100
Sequence-17942	gnl|uv|U89933.1:2410-2508 Cloning vector pBI-G	99
Sequence-17943	gnl|uv|U89933.1:2738-2836 Cloning vector pBI-G	99
Sequence-17944	gnl|uv|U89933.1:2920-3018 Cloning vector pBI-G	99
Sequence-17945	gnl|uv|U89933.1:3701-3817 Cloning vector pBI-G	117
Sequence-17946	gnl|uv|U89933.1:3859-4054 Cloning vector pBI-G	196
Sequence-17947	gnl|uv|U64448.1:417-935 Cloning vector pCMVLacI from Lacswitch II System	519
